pfam_accession	pfam_version	pfam_name	pfam_short_name	pfam_description	theme_id	theme	subcategory_id	subcategory	hmm_name	hmm_file	hmm_length	n_seed_sequences	effn	source
PF01486	PF01486.23	K-box	K-box region		07_stemcells	Stem cells regeneration and development	07.2_cell_fate	Cell fate and lineage commitment	K-box_REV	hmm/per_domain/K-box_REVISION.hmm	87	215	5.567245	TIAMMAt mollusc-revised
PF00292	PF00292.25	PAX	'Paired box' domain		07_stemcells	Stem cells regeneration and development	07.2_cell_fate	Cell fate and lineage commitment	PAX_REV	hmm/per_domain/PAX_REVISION.hmm	125	1338	4.657459	TIAMMAt mollusc-revised
PF01314	PF01314.24	AFOR_C	Aldehyde ferredoxin oxidoreductase, domains 2 & 3		07_stemcells	Stem cells regeneration and development	07.3_regeneration	Regeneration	AFOR_C_REV	hmm/per_domain/AFOR_C_REVISION.hmm	385	216	4.841675	TIAMMAt mollusc-revised
PF01537	PF01537.24	Herpes_glycop_D	Herpesvirus glycoprotein D/GG/GX domain		07_stemcells	Stem cells regeneration and development	07.3_regeneration	Regeneration	Herpes_glycop_D_REV	hmm/per_domain/Herpes_glycop_D_REVISION.hmm	117	22	2.263916	TIAMMAt mollusc-revised
PF00062	PF00062.26	Lys	C-type lysozyme/alpha-lactalbumin family		07_stemcells	Stem cells regeneration and development	07.3_regeneration	Regeneration	Lys_REV	hmm/per_domain/Lys_REVISION.hmm	122	159	1.509064	TIAMMAt mollusc-revised
PF08417	PF08417.19	PaO	Pheophorbide a oxygenase		07_stemcells	Stem cells regeneration and development	07.3_regeneration	Regeneration	PaO_REV	hmm/per_domain/PaO_REVISION.hmm	87	126	6.086975	TIAMMAt mollusc-revised
PF13366	PF13366.13	PDDEXK_3	PD-(D/E)XK nuclease superfamily		07_stemcells	Stem cells regeneration and development	07.3_regeneration	Regeneration	PDDEXK_3_REV	hmm/per_domain/PDDEXK_3_REVISION.hmm	115	47	1.901917	TIAMMAt mollusc-revised
PF13367	PF13367.12	PrsW-protease	PrsW family intramembrane metalloprotease		07_stemcells	Stem cells regeneration and development	07.3_regeneration	Regeneration	PrsW-protease_REV	hmm/per_domain/PrsW-protease_REVISION.hmm	193	88	5.126709	TIAMMAt mollusc-revised
PF02978	PF02978.27	SRP_SPB	Signal peptide binding domain		07_stemcells	Stem cells regeneration and development	07.3_regeneration	Regeneration	SRP_SPB_REV	hmm/per_domain/SRP_SPB_REVISION.hmm	132	963	3.434772	TIAMMAt mollusc-revised
PF00019	PF00019.26	TGF_beta	Transforming growth factor beta like domain		07_stemcells	Stem cells regeneration and development	07.3_regeneration	Regeneration	TGF_beta_REV	hmm/per_domain/TGF_beta_REVISION.hmm	103	1826	3.353954	TIAMMAt mollusc-revised
PF00271	PF00271.38	Helicase_C	Helicase conserved C-terminal domain		07_stemcells	Stem cells regeneration and development	07.4_germline	Germline and gametogenesis	Helicase_C_REV	hmm/per_domain/Helicase_C_REVISION.hmm	112	25505	8.406797	TIAMMAt mollusc-revised
PF02171	PF02171.24	Piwi	Piwi domain		07_stemcells	Stem cells regeneration and development	07.4_germline	Germline and gametogenesis	Piwi_REV	hmm/per_domain/Piwi_REVISION.hmm	297	1511	6.274122	TIAMMAt mollusc-revised
PF00076	PF00076.29	RRM_1	RNA recognition motif		07_stemcells	Stem cells regeneration and development	07.4_germline	Germline and gametogenesis	RRM_1_REV	hmm/per_domain/RRM_1_REVISION.hmm	70	78341	16.590689	TIAMMAt mollusc-revised
PF05741	PF05741.19	zf-nanos	Nanos RNA binding domain		07_stemcells	Stem cells regeneration and development	07.4_germline	Germline and gametogenesis	zf-nanos_REV	hmm/per_domain/zf-nanos_REVISION.hmm	53	309	3.644669	TIAMMAt mollusc-revised
PF06273	PF06273.17	eIF-4B	Plant specific eukaryotic initiation factor 4B		07_stemcells	Stem cells regeneration and development	07.5_embryogenesis	Embryogenesis and body plan	eIF-4B_REV	hmm/per_domain/eIF-4B_REVISION.hmm	506	29	2.509888	TIAMMAt mollusc-revised
PF05920	PF05920.18	Homeobox_KN	Homeobox KN domain		07_stemcells	Stem cells regeneration and development	07.5_embryogenesis	Embryogenesis and body plan	Homeobox_KN_REV	hmm/per_domain/Homeobox_KN_REVISION.hmm	40	2716	6.809582	TIAMMAt mollusc-revised
PF12284	PF12284.14	HoxA13_N	Hox protein A13 N terminal		07_stemcells	Stem cells regeneration and development	07.5_embryogenesis	Embryogenesis and body plan	HoxA13_N_REV	hmm/per_domain/HoxA13_N_REVISION.hmm	122	17	1.133057	TIAMMAt mollusc-revised
PF00156	PF00156.34	Pribosyltran	Phosphoribosyl transferase domain		07_stemcells	Stem cells regeneration and development	07.5_embryogenesis	Embryogenesis and body plan	Pribosyltran_REV	hmm/per_domain/Pribosyltran_REVISION.hmm	150	1481	11.838667	TIAMMAt mollusc-revised
PF16504	PF16504.11	SP24	Putative virion membrane protein of plant and insect virus		07_stemcells	Stem cells regeneration and development	07.5_embryogenesis	Embryogenesis and body plan	SP24_REV	hmm/per_domain/SP24_REVISION.hmm	146	46	7.263306	TIAMMAt mollusc-revised
PF00907	PF00907.28	T-box	T-box		07_stemcells	Stem cells regeneration and development	07.5_embryogenesis	Embryogenesis and body plan	T-box_REV	hmm/per_domain/T-box_REVISION.hmm	182	1439	2.566271	TIAMMAt mollusc-revised
PF03529	PF03529.19	TF_Otx	Otx1 transcription factor		07_stemcells	Stem cells regeneration and development	07.5_embryogenesis	Embryogenesis and body plan	TF_Otx_REV	hmm/per_domain/TF_Otx_REVISION.hmm	84	19	1.210693	TIAMMAt mollusc-revised
PF01303	PF01303.24	Egg_lysin	Egg lysin (Sperm-lysin)		07_stemcells	Stem cells regeneration and development	07.7_reproduction	Reproduction and gamete recognition	Egg_lysin_REV	hmm/per_domain/Egg_lysin_REVISION.hmm	149	27	2.890503	TIAMMAt mollusc-revised
PF11386	PF11386.14	VERL	Vitelline envelope receptor for lysin		07_stemcells	Stem cells regeneration and development	07.7_reproduction	Reproduction and gamete recognition	VERL_REV	hmm/per_domain/VERL_REVISION.hmm	74	15	1.263428	TIAMMAt mollusc-revised
PF01347	PF01347.29	Vitellogenin_N	Lipoprotein amino terminal region		07_stemcells	Stem cells regeneration and development	07.7_reproduction	Reproduction and gamete recognition	Vitellogenin_N_REV	hmm/per_domain/Vitellogenin_N_REVISION.hmm	575	1882	17.140484	TIAMMAt mollusc-revised
PF00094	PF00094.31	VWD	von Willebrand factor type D domain		07_stemcells	Stem cells regeneration and development	07.7_reproduction	Reproduction and gamete recognition	VWD_REV	hmm/per_domain/VWD_REVISION.hmm	155	9279	11.136648	TIAMMAt mollusc-revised
PF00100	PF00100.30	Zona_pellucida	ZP-C domain		07_stemcells	Stem cells regeneration and development	07.7_reproduction	Reproduction and gamete recognition	Zona_pellucida_REV	hmm/per_domain/Zona_pellucida_REVISION.hmm	130	2223	9.993765	TIAMMAt mollusc-revised
PF12430	PF12430.14	ABA_GPCR	Abscisic acid G-protein coupled receptor		08_metabolism	Metabolism and physiology	08.1_lipid_pufa	Lipid and PUFA metabolism	ABA_GPCR_REV	hmm/per_domain/ABA_GPCR_REVISION.hmm	179	338	3.726273	TIAMMAt mollusc-revised
PF10587	PF10587.15	EF-1_beta_acid	Eukaryotic elongation factor 1 beta central acidic region		08_metabolism	Metabolism and physiology	08.1_lipid_pufa	Lipid and PUFA metabolism	EF-1_beta_acid_REV	hmm/per_domain/EF-1_beta_acid_REVISION.hmm	27	1169	27.929104	TIAMMAt mollusc-revised
PF21149	PF21149.4	FAS_pseudo-KR	Fatty acid synthase, pseudo-KR domain		08_metabolism	Metabolism and physiology	08.1_lipid_pufa	Lipid and PUFA metabolism	FAS_pseudo-KR_REV	hmm/per_domain/FAS_pseudo-KR_REVISION.hmm	98	358	2.417221	TIAMMAt mollusc-revised
PF06017	PF06017.20	Myosin_TH1	Unconventional myosin tail, actin- and lipid-binding		08_metabolism	Metabolism and physiology	08.1_lipid_pufa	Lipid and PUFA metabolism	Myosin_TH1_REV	hmm/per_domain/Myosin_TH1_REVISION.hmm	180	1188	6.738876	TIAMMAt mollusc-revised
PF18696	PF18696.8	SMP_C2CD2L	Synaptotagmin-like, mitochondrial and lipid-binding domain		08_metabolism	Metabolism and physiology	08.1_lipid_pufa	Lipid and PUFA metabolism	SMP_C2CD2L_REV	hmm/per_domain/SMP_C2CD2L_REVISION.hmm	147	521	3.080559	TIAMMAt mollusc-revised
PF00491	PF00491.27	Arginase	Arginase family		08_metabolism	Metabolism and physiology	08.2_amino_acid	Amino acid metabolism mollusc-distinctive	Arginase_REV	hmm/per_domain/Arginase_REVISION.hmm	277	923	5.411724	TIAMMAt mollusc-revised
PF00764	PF00764.26	Arginosuc_synth	Arginosuccinate synthase N-terminal HUP domain		08_metabolism	Metabolism and physiology	08.2_amino_acid	Amino acid metabolism mollusc-distinctive	Arginosuc_synth_REV	hmm/per_domain/Arginosuc_synth_REVISION.hmm	165	340	1.647186	TIAMMAt mollusc-revised
PF01426	PF01426.25	BAH	BAH domain		08_metabolism	Metabolism and physiology	08.2_amino_acid	Amino acid metabolism mollusc-distinctive	BAH_REV	hmm/per_domain/BAH_REVISION.hmm	120	3094	5.562010	TIAMMAt mollusc-revised
PF00214	PF00214.25	Calc_CGRP_IAPP	Calcitonin / CGRP / IAPP family		08_metabolism	Metabolism and physiology	08.2_amino_acid	Amino acid metabolism mollusc-distinctive	Calc_CGRP_IAPP_REV	hmm/per_domain/Calc_CGRP_IAPP_REVISION.hmm	126	62	3.833374	TIAMMAt mollusc-revised
PF05995	PF05995.19	CDO_I	Cysteine dioxygenase type I		08_metabolism	Metabolism and physiology	08.2_amino_acid	Amino acid metabolism mollusc-distinctive	CDO_I_REV	hmm/per_domain/CDO_I_REVISION.hmm	164	407	2.667336	TIAMMAt mollusc-revised
PF02786	PF02786.23	CPSase_L_D2	Carbamoyl-phosphate synthase L chain, ATP binding domain		08_metabolism	Metabolism and physiology	08.2_amino_acid	Amino acid metabolism mollusc-distinctive	CPSase_L_D2_REV	hmm/per_domain/CPSase_L_D2_REVISION.hmm	203	2116	4.112633	TIAMMAt mollusc-revised
PF19420	PF19420.6	DDAH_eukar	N,N dimethylarginine dimethylhydrolase, eukaryotic		08_metabolism	Metabolism and physiology	08.2_amino_acid	Amino acid metabolism mollusc-distinctive	DDAH_eukar_REV	hmm/per_domain/DDAH_eukar_REVISION.hmm	283	404	6.093658	TIAMMAt mollusc-revised
PF00120	PF00120.30	Gln-synt_C	Glutamine synthetase, catalytic domain		08_metabolism	Metabolism and physiology	08.2_amino_acid	Amino acid metabolism mollusc-distinctive	Gln-synt_C_REV	hmm/per_domain/Gln-synt_C_REVISION.hmm	332	1682	8.087772	TIAMMAt mollusc-revised
PF27805	PF27805.1	MbnC-like	Methanobactin biosynthesis cassette protein MbnC-like		08_metabolism	Metabolism and physiology	08.2_amino_acid	Amino acid metabolism mollusc-distinctive	MbnC-like_REV	hmm/per_domain/MbnC-like_REVISION.hmm	166	22	0.894287	TIAMMAt mollusc-revised
PF02729	PF02729.27	OTCace_N	Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain		08_metabolism	Metabolism and physiology	08.2_amino_acid	Amino acid metabolism mollusc-distinctive	OTCace_N_REV	hmm/per_domain/OTCace_N_REVISION.hmm	144	1589	3.670271	TIAMMAt mollusc-revised
PF00380	PF00380.26	Ribosomal_S9	Ribosomal protein S9/S16		08_metabolism	Metabolism and physiology	08.2_amino_acid	Amino acid metabolism mollusc-distinctive	Ribosomal_S9_REV	hmm/per_domain/Ribosomal_S9_REVISION.hmm	121	1973	2.969164	TIAMMAt mollusc-revised
PF02668	PF02668.23	TauD	Taurine catabolism dioxygenase TauD, TfdA family		08_metabolism	Metabolism and physiology	08.2_amino_acid	Amino acid metabolism mollusc-distinctive	TauD_REV	hmm/per_domain/TauD_REVISION.hmm	263	1527	12.474329	TIAMMAt mollusc-revised
PF02882	PF02882.26	THF_DHG_CYH_C	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain		08_metabolism	Metabolism and physiology	08.2_amino_acid	Amino acid metabolism mollusc-distinctive	THF_DHG_CYH_C_REV	hmm/per_domain/THF_DHG_CYH_C_REVISION.hmm	147	609	2.049019	TIAMMAt mollusc-revised
PF02592	PF02592.21	Vut_1	Putative vitamin uptake transporter		08_metabolism	Metabolism and physiology	08.2_amino_acid	Amino acid metabolism mollusc-distinctive	Vut_1_REV	hmm/per_domain/Vut_1_REVISION.hmm	161	255	4.696426	TIAMMAt mollusc-revised
PF02805	PF02805.22	Ada_Zn_binding	Metal binding domain of Ada		08_metabolism	Metabolism and physiology	08.3_glycogen	Glycogen and carbohydrate	Ada_Zn_binding_REV	hmm/per_domain/Ada_Zn_binding_REVISION.hmm	63	220	3.400574	TIAMMAt mollusc-revised
PF17766	PF17766.8	fn3_6	Fibronectin type-III domain		08_metabolism	Metabolism and physiology	08.3_glycogen	Glycogen and carbohydrate	fn3_6_REV	hmm/per_domain/fn3_6_REVISION.hmm	97	195	2.805862	TIAMMAt mollusc-revised
PF02446	PF02446.24	Glyco_hydro_77	4-alpha-glucanotransferase		08_metabolism	Metabolism and physiology	08.3_glycogen	Glycogen and carbohydrate	Glyco_hydro_77_REV	hmm/per_domain/Glyco_hydro_77_REVISION.hmm	464	295	3.020401	TIAMMAt mollusc-revised
PF01501	PF01501.27	Glyco_transf_8	Glycosyl transferase family 8		08_metabolism	Metabolism and physiology	08.3_glycogen	Glycogen and carbohydrate	Glyco_transf_8_REV	hmm/per_domain/Glyco_transf_8_REVISION.hmm	254	1751	10.042681	TIAMMAt mollusc-revised
PF05693	PF05693.20	Glycogen_syn	Glycogen synthase		08_metabolism	Metabolism and physiology	08.3_glycogen	Glycogen and carbohydrate	Glycogen_syn_REV	hmm/per_domain/Glycogen_syn_REVISION.hmm	633	397	1.759773	TIAMMAt mollusc-revised
PF00349	PF00349.28	Hexokinase_1	Hexokinase		08_metabolism	Metabolism and physiology	08.3_glycogen	Glycogen and carbohydrate	Hexokinase_1_REV	hmm/per_domain/Hexokinase_1_REVISION.hmm	198	1741	5.150396	TIAMMAt mollusc-revised
PF03727	PF03727.23	Hexokinase_2	Hexokinase		08_metabolism	Metabolism and physiology	08.3_glycogen	Glycogen and carbohydrate	Hexokinase_2_REV	hmm/per_domain/Hexokinase_2_REVISION.hmm	236	1824	4.825378	TIAMMAt mollusc-revised
PF14702	PF14702.13	hGDE_central	Central domain of human glycogen debranching enzyme		08_metabolism	Metabolism and physiology	08.3_glycogen	Glycogen and carbohydrate	hGDE_central_REV	hmm/per_domain/hGDE_central_REVISION.hmm	260	372	2.988556	TIAMMAt mollusc-revised
PF14699	PF14699.13	hGDE_N	N-terminal domain from the human glycogen debranching enzyme		08_metabolism	Metabolism and physiology	08.3_glycogen	Glycogen and carbohydrate	hGDE_N_REV	hmm/per_domain/hGDE_N_REVISION.hmm	91	312	2.623169	TIAMMAt mollusc-revised
PF03272	PF03272.19	Mucin_bdg	Putative mucin or carbohydrate-binding module		08_metabolism	Metabolism and physiology	08.3_glycogen	Glycogen and carbohydrate	Mucin_bdg_REV	hmm/per_domain/Mucin_bdg_REVISION.hmm	115	15	1.680908	TIAMMAt mollusc-revised
PF00343	PF00343.27	Phosphorylase	Carbohydrate phosphorylase		08_metabolism	Metabolism and physiology	08.3_glycogen	Glycogen and carbohydrate	Phosphorylase_REV	hmm/per_domain/Phosphorylase_REVISION.hmm	712	1038	2.363914	TIAMMAt mollusc-revised
PF00083	PF00083.31	Sugar_tr	Sugar (and other) transporter		08_metabolism	Metabolism and physiology	08.3_glycogen	Glycogen and carbohydrate	Sugar_tr_REV	hmm/per_domain/Sugar_tr_REVISION.hmm	448	12963	17.075676	TIAMMAt mollusc-revised
PF01814	PF01814.29	Hemerythrin	Hemerythrin HHE cation binding domain		08_metabolism	Metabolism and physiology	08.4_o2_transport	Oxygen transport	Hemerythrin_REV	hmm/per_domain/Hemerythrin_REVISION.hmm	129	403	18.469398	TIAMMAt mollusc-revised
PF03723	PF03723.21	Hemocyanin_C	Hemocyanin, ig-like domain		08_metabolism	Metabolism and physiology	08.4_o2_transport	Oxygen transport	Hemocyanin_C_REV	hmm/per_domain/Hemocyanin_C_REVISION.hmm	247	237	2.846054	TIAMMAt mollusc-revised
PF00372	PF00372.25	Hemocyanin_M	Hemocyanin, copper containing domain		08_metabolism	Metabolism and physiology	08.4_o2_transport	Oxygen transport	Hemocyanin_M_REV	hmm/per_domain/Hemocyanin_M_REVISION.hmm	268	222	3.180817	TIAMMAt mollusc-revised
PF03722	PF03722.20	Hemocyanin_N	Hemocyanin, all-alpha domain		08_metabolism	Metabolism and physiology	08.4_o2_transport	Oxygen transport	Hemocyanin_N_REV	hmm/per_domain/Hemocyanin_N_REVISION.hmm	122	168	3.668335	TIAMMAt mollusc-revised
PF02801	PF02801.29	Ketoacyl-synt_C	Beta-ketoacyl synthase, C-terminal domain		08_metabolism	Metabolism and physiology	08.4_o2_transport	Oxygen transport	Ketoacyl-synt_C_REV	hmm/per_domain/Ketoacyl-synt_C_REVISION.hmm	116	1135	4.801617	TIAMMAt mollusc-revised
PF00264	PF00264.26	Tyrosinase	Common central domain of tyrosinase		08_metabolism	Metabolism and physiology	08.4_o2_transport	Oxygen transport	Tyrosinase_REV	hmm/per_domain/Tyrosinase_REVISION.hmm	194	4669	6.264956	TIAMMAt mollusc-revised
PF04145	PF04145.21	Ctr	Ctr copper transporter family		08_metabolism	Metabolism and physiology	08.5_iron_metal	Iron and metal homeostasis	Ctr_REV	hmm/per_domain/Ctr_REVISION.hmm	139	1851	7.050413	TIAMMAt mollusc-revised
PF13668	PF13668.13	Ferritin_2	Ferritin-like domain		08_metabolism	Metabolism and physiology	08.5_iron_metal	Iron and metal homeostasis	Ferritin_2_REV	hmm/per_domain/Ferritin_2_REVISION.hmm	137	88	4.079346	TIAMMAt mollusc-revised
PF00403	PF00403.33	HMA	Heavy-metal-associated domain		08_metabolism	Metabolism and physiology	08.5_iron_metal	Iron and metal homeostasis	HMA_REV	hmm/per_domain/HMA_REVISION.hmm	60	2174	13.638088	TIAMMAt mollusc-revised
PF12809	PF12809.13	Metallothi_Euk2	Eukaryotic metallothionein		08_metabolism	Metabolism and physiology	08.5_iron_metal	Iron and metal homeostasis	Metallothi_Euk2_REV	hmm/per_domain/Metallothi_Euk2_REVISION.hmm	69	2	0.714844	TIAMMAt mollusc-revised
PF02066	PF02066.21	Metallothio_11	Metallothionein family 11		08_metabolism	Metabolism and physiology	08.5_iron_metal	Iron and metal homeostasis	Metallothio_11_REV	hmm/per_domain/Metallothio_11_REVISION.hmm	54	4	0.933594	TIAMMAt mollusc-revised
PF02067	PF02067.22	Metallothio_5	Metallothionein family 5		08_metabolism	Metabolism and physiology	08.5_iron_metal	Iron and metal homeostasis	Metallothio_5_REV	hmm/per_domain/Metallothio_5_REVISION.hmm	41	26	2.186768	TIAMMAt mollusc-revised
PF25751	PF25751.1	Methanobactin	Methanobactin copper-binding peptide		08_metabolism	Metabolism and physiology	08.5_iron_metal	Iron and metal homeostasis	Methanobactin_REV	hmm/per_domain/Methanobactin_REVISION.hmm	27	8	5.699219	TIAMMAt mollusc-revised
PF00405	PF00405.23	Transferrin	Transferrin		08_metabolism	Metabolism and physiology	08.5_iron_metal	Iron and metal homeostasis	Transferrin_REV	hmm/per_domain/Transferrin_REVISION.hmm	328	1378	5.164661	TIAMMAt mollusc-revised
PF01906	PF01906.24	YbjQ_1	Putative heavy-metal-binding		08_metabolism	Metabolism and physiology	08.5_iron_metal	Iron and metal homeostasis	YbjQ_1_REV	hmm/per_domain/YbjQ_1_REVISION.hmm	103	100	2.255249	TIAMMAt mollusc-revised
PF00306	PF00306.33	ATP-synt_ab_C	ATP synthase alpha/beta chain, C terminal domain		09_stress	Stress environment and xenobiotics	09.1_hypoxia	Hypoxia response	ATP-synt_ab_C_REV	hmm/per_domain/ATP-synt_ab_C_REVISION.hmm	126	811	2.750317	TIAMMAt mollusc-revised
PF23171	PF23171.1	bHLH_HIF1A	Hypoxia-inducible factor 1-alpha bHLH domain		09_stress	Stress environment and xenobiotics	09.1_hypoxia	Hypoxia response	bHLH_HIF1A_REV	hmm/per_domain/bHLH_HIF1A_REVISION.hmm	62	542	3.833267	TIAMMAt mollusc-revised
PF01512	PF01512.23	Complex1_51K	Nuo51 FMN-binding domain		09_stress	Stress environment and xenobiotics	09.1_hypoxia	Hypoxia response	Complex1_51K_REV	hmm/per_domain/Complex1_51K_REVISION.hmm	163	508	3.096710	TIAMMAt mollusc-revised
PF07749	PF07749.18	ERp29	Endoplasmic reticulum protein ERp29, C-terminal domain		09_stress	Stress environment and xenobiotics	09.1_hypoxia	Hypoxia response	ERp29_REV	hmm/per_domain/ERp29_REVISION.hmm	95	574	4.611374	TIAMMAt mollusc-revised
PF08778	PF08778.16	HIF-1a_CTAD	HIF-1 alpha C terminal transactivation domain		09_stress	Stress environment and xenobiotics	09.1_hypoxia	Hypoxia response	HIF-1a_CTAD_REV	hmm/per_domain/HIF-1a_CTAD_REVISION.hmm	34	229	6.153397	TIAMMAt mollusc-revised
PF13454	PF13454.13	NAD_binding_9	FAD-NAD(P)-binding		09_stress	Stress environment and xenobiotics	09.1_hypoxia	Hypoxia response	NAD_binding_9_REV	hmm/per_domain/NAD_binding_9_REVISION.hmm	154	66	4.322388	TIAMMAt mollusc-revised
PF09744	PF09744.15	RH1	RILP homology 1 domain		09_stress	Stress environment and xenobiotics	09.1_hypoxia	Hypoxia response	RH1_REV	hmm/per_domain/RH1_REVISION.hmm	64	1248	5.651001	TIAMMAt mollusc-revised
PF01127	PF01127.28	Sdh_cyt	Succinate dehydrogenase/Fumarate reductase transmembrane subunit		09_stress	Stress environment and xenobiotics	09.1_hypoxia	Hypoxia response	Sdh_cyt_REV	hmm/per_domain/Sdh_cyt_REVISION.hmm	118	487	6.922005	TIAMMAt mollusc-revised
PF00145	PF00145.24	DNA_methylase	C-5 cytosine-specific DNA methylase		09_stress	Stress environment and xenobiotics	09.2_acidification	Acidification response	DNA_methylase_REV	hmm/per_domain/DNA_methylase_REVISION.hmm	377	904	11.624847	TIAMMAt mollusc-revised
PF00958	PF00958.28	GMP_synt_C	GMP synthase C terminal domain		09_stress	Stress environment and xenobiotics	09.2_acidification	Acidification response	GMP_synt_C_REV	hmm/per_domain/GMP_synt_C_REVISION.hmm	91	583	2.842232	TIAMMAt mollusc-revised
PF00955	PF00955.28	HCO3_cotransp	HCO3- transporter integral membrane domain		09_stress	Stress environment and xenobiotics	09.2_acidification	Acidification response	HCO3_cotransp_REV	hmm/per_domain/HCO3_cotransp_REVISION.hmm	552	2491	4.955507	TIAMMAt mollusc-revised
PF03724	PF03724.23	META	META domain		09_stress	Stress environment and xenobiotics	09.2_acidification	Acidification response	META_REV	hmm/per_domain/META_REVISION.hmm	105	92	5.932495	TIAMMAt mollusc-revised
PF00999	PF00999.27	Na_H_Exchanger	Sodium/hydrogen exchanger, transmembrane		09_stress	Stress environment and xenobiotics	09.2_acidification	Acidification response	Na_H_Exchanger_REV	hmm/per_domain/Na_H_Exchanger_REVISION.hmm	383	2776	13.234352	TIAMMAt mollusc-revised
PF00956	PF00956.24	NAP	Nucleosome assembly protein (NAP)		09_stress	Stress environment and xenobiotics	09.2_acidification	Acidification response	NAP_REV	hmm/per_domain/NAP_REVISION.hmm	263	1838	5.219997	TIAMMAt mollusc-revised
PF16644	PF16644.11	NEXCaM_BD	Regulatory region of Na+/H+ exchanger NHE binds to calmodulin		09_stress	Stress environment and xenobiotics	09.2_acidification	Acidification response	NEXCaM_BD_REV	hmm/per_domain/NEXCaM_BD_REVISION.hmm	108	22	1.678467	TIAMMAt mollusc-revised
